3,Venue,8,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,1230.00,1,Imperial Hall
4,Venue,8,2021-12-06 15:00:00+00,2021-12-06 23:00:00+00,1230.00,1,Imperial Hall
5,Venue,17,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,80.00,1,Paint Your Blessings Events
6,Venue,16,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,120.00,1,A Sisterly Touch Venue
7,Venue,10,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,310.00,1,Bukharian Jewish Community Center
8,Venue,13,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,290.00,1,The Candy Factory
9,Venue,13,2021-12-16 01:00:00+00,2021-12-16 03:30:00+00,290.00,1,The Candy Factory
10,Venue,11,2021-12-27 22:00:00+00,2021-12-28 03:00:00+00,300.00,1,26 Bridge
11,Venue,15,2021-12-08 23:00:00+00,2021-12-09 00:30:00+00,210.00,1,"The Golden Hall: Cheap Birthday, Wedding Halls in Brooklyn"
12,Venue,17,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,80.00,1,Paint Your Blessings Events
13,Venue,3,2021-12-05 16:00:00+00,2021-12-05 18:30:00+00,2310.00,1,Alice Aycock Pavillion
14,Venue,3,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,2310.00,1,Alice Aycock Pavillion
15,Venue,3,2021-12-19 16:00:00+00,2021-12-19 18:30:00+00,2310.00,1,Alice Aycock Pavillion
16,Venue,15,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,210.00,1,"The Golden Hall: Cheap Birthday, Wedding Halls in Brooklyn"
17,Venue,1,2021-12-14 13:00:00+00,2021-12-14 21:00:00+00,1530.00,1,Broadway Masjid & Islamic Center
18,Venue,1,2021-12-15 13:00:00+00,2021-12-15 21:00:00+00,1530.00,1,Broadway Masjid & Islamic Center
19,Venue,18,2021-12-03 00:00:00+00,2021-12-03 03:00:00+00,2.00,1,The Pit
20,Venue,18,2021-12-10 00:00:00+00,2021-12-10 03:00:00+00,2.00,1,The Pit
21,Venue,18,2021-12-17 00:00:00+00,2021-12-17 03:00:00+00,2.00,1,The Pit
22,Venue,18,2021-12-23 00:00:00+00,2021-12-23 03:00:00+00,2.00,1,The Pit
23,Venue,11,2021-12-11 22:00:00+00,2021-12-12 04:00:00+00,300.00,1,26 Bridge
24,Venue,11,2021-12-11 00:00:00+00,2021-12-11 04:00:00+00,300.00,1,26 Bridge
25,Venue,16,2021-12-17 00:30:00+00,2021-12-17 02:30:00+00,120.00,1,A Sisterly Touch Venue
26,Venue,5,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,1980.00,1,The Bushwick Starr
27,Venue,5,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,1980.00,1,The Bushwick Starr
28,Venue,8,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,1230.00,1,Imperial Hall
29,Venue,8,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,1230.00,1,Imperial Hall
30,Venue,8,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,1230.00,1,Imperial Hall
31,Venue,10,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,310.00,1,Bukharian Jewish Community Center
32,Venue,13,2021-12-05 00:30:00+00,2021-12-05 04:30:00+00,290.00,1,The Candy Factory
33,Venue,1,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,1530.00,1,Broadway Masjid & Islamic Center
28,Staff,17,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,30.00,1,Kyle.McG@gmail.com
28,Staff,9,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,21.00,1,DJM@aol.com
